Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector/Industry,Industry,Volume (90 Day Avg),Price Performance (52 Weeks),Total Return (5 Yr Annualized),Standard Deviation (5 Yr Annualized),P/E (Next Year's Estimate),Beta (5 Yr Annualized),Dividend Yield,Shares Outstanding,Institutional Ownership,Beta (10 Yr Annualized),Beta (1 Year Annualized)
GILD,Gilead Sciences Inc,CS,105.96,$155.6B,Health Care,Biotechnology,11.03873,7.67697,42.39843,0.26296,9.02907,0.858076673,1.59259,1441.18,79.976,0.578525051,1.041280748
ATHN,athenahealth Inc,CS,167.75,$6.5B,Health Care,Health Care Technology,0.48346,42.58912,32.64993,0.45432,105.41719,0.858519499,,38.83,96.8555,,0.86667305
SPB,Spectrum Brands Holdings Inc,CS,94.71,$5.6B,Consumer Staples,Household Products,0.26414,6.05623,30.80793,0.25957,17.58614,0.85925583,1.38307,59.088,41.6448,,0.694267705
WX,WuXi PharmaTech (Cayman) Inc,DR,45.7,$3.2B,Health Care,Life Sciences Tools & Services,0.6363,32.94562,21.07846,0.29086,25.11551,0.859375985,,71.002,74.8335,,0.513685183
SCL,Stepan Co,CS,52,$1.2B,Materials,Chemicals,0.11174,21.8135,9.03146,0.25907,14.27944,0.859620883,1.46182,22.26,59.0053,1.118909566,1.525405372
SYKE,Sykes Enterprises Inc,CS,31.82,$1.3B,Information Technology,IT Services,0.23545,33.49077,11.3405,0.25275,16.97086,0.860197361,,42.761,86.4472,0.907277399,0.682532371
PWR,Quanta Services Inc.,CS,22.04,$3.5B,Industrials,Construction & Engineering,3.95305,-28.78689,4.01429,0.22923,12.40985,0.860962598,,159.758,96.6378,1.032629991,1.274781659
IPHS,Innophos Holdings Inc,CS,29.72,$576.8M,Materials,Chemicals,0.17557,-45.44131,-0.11484,0.30305,10.436,0.861093244,6.40427,19.238,95.4687,,0.968323782
EXPD,Expeditors International of Washington Inc.,CS,48.54,$9.2B,Industrials,Air Freight & Logistics,1.69886,9.51538,0.13865,0.20687,19.58964,0.861945549,1.45484,186.413,92.1606,0.813124921,0.641785051
DOX,Amdocs Ltd,CS,56.57,$8.8B,Information Technology,IT Services,0.69508,18.34197,17.80563,0.1637,14.74889,0.862104337,1.19089,153.674,87.0426,0.976024547,0.802129102
FIS,Fidelity National Information Services Inc,CS,63.67,$18.3B,Information Technology,IT Services,1.73827,6.51745,18.10117,0.19089,16.50806,0.862734199,1.60692,282.154,83.7237,0.718525917,0.896052874
QADB,QAD Inc,CS,20,$63.9M,Information Technology,Software,0.00326,14,27.60378,0.29308,23.47059,0.862780706,1.20301,3.203,18.413,1.101530146,0.415792644
ROST,Ross Stores Inc,CS,52.01,$21.5B,Consumer Discretionary,Specialty Retail,2.97816,17.32205,27.54823,0.21056,19.22012,0.863450411,0.89252,408.072,89.0805,0.786141543,0.771353312
ROLL,RBC Bearings Inc,CS,70.64,$1.6B,Industrials,Machinery,0.10987,8.12316,14.30984,0.24144,19.68988,0.863946241,,23.421,96.0254,1.314518264,0.740688644
UEPS,Net 1 Ueps Technologies Inc,CS,15.12,$724M,Information Technology,IT Services,0.35102,19.90596,4.90906,0.50642,6.12,0.864237134,,47.323,63.467,1.226176713,0.586845566
EXTR,Extreme Networks Inc,CS,4.42,$439.9M,Information Technology,Communications Equipment,1.02039,19.55923,8.10069,0.46492,15.63177,0.865430153,,101.366,79.8461,1.355946355,0.514058211
EBAY,eBay Inc.,CS,29.605,$34.9B,Information Technology,Internet Software & Services,13.97123,26.70121,8.08617,0.22063,14.75659,0.865490407,,1200.654,82.1162,1.347382921,1.730523356
POOL,Pool Corp,CS,82.04,$3.5B,Consumer Discretionary,Distributors,0.26635,39.40464,33.87787,0.20733,25.20686,0.865760532,1.25467,42.601,94.9765,1.181356945,0.824642937
FCFS,First Cash Financial Services Inc,CS,38.89,$1.1B,Financials,Consumer Finance,0.17649,-33.64297,6.22511,0.24489,14.42894,0.865906306,,27.806,89.0667,0.987612857,0.363404651
FBRC,FBR & Co,CS,21.16,$144.8M,Financials,Capital Markets,0.04061,-17.91283,7.74528,0.2513,22.6,0.86608274,3.89674,7.052,68.2118,,0.72137706
SYNL,Synalloy Corp,CS,8.14,$68.4M,Materials,Metals & Mining,0.02773,-54.03981,-1.31841,0.28974,16.45833,0.866098393,3.82166,8.719,55.1297,1.325466008,0.604402918
REED,Reeds Inc,CS,4.97,$65.1M,Consumer Staples,Beverages,0.04371,-24.54268,19.28072,0.56229,39.6,0.868204872,,13.148,13.219,,1.174401763
BIN,Progressive Waste Solutions Ltd,CS,23.62,$2.5B,Industrials,Commercial Services & Supplies,0.25288,-24.97567,3.35579,0.20282,18.02344,0.868258951,2.19864,108.794,66.8698,,0.560844474
III,Information Services Group Inc,CS,3.76,$140.2M,Information Technology,IT Services,0.05823,-1.02259,11.85497,0.48183,20.71429,0.868845719,,37.182,48.3096,,0.628587695
COG,Cabot Oil & Gas Corp,CS,18.82,$7.9B,Energy,"Oil, Gas & Consumable Fuels",6.50433,-42.90844,17.12767,0.35117,104.83516,0.869400831,0.41929,413.875,94.8712,1.039949088,0.942551198
SP,SP Plus Corp,CS,25.16,$569.6M,Industrials,Commercial Services & Supplies,0.03815,18.83117,7.53115,0.25358,20.9571,0.870316808,,22.232,73.9131,0.632855612,0.720204513
UWN,Nevada Gold & Casinos Inc.,CS,1.8401,$30.4M,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.03534,44.53125,11.57052,0.50195,11.66667,0.870514105,,16.446,17.5429,0.883803023,0.672379992
IRC,Inland Real Estate Corp,CSRT,9.61,$975.6M,Financials,Real Estate Investment Trusts (REITs),0.37894,-10.26827,8.85979,0.17787,45.61905,0.87071355,5.87629,100.582,78.2379,0.961967532,0.700865378
CPRT,Copart Inc,CS,39.47,$4.8B,Industrials,Commercial Services & Supplies,0.52373,9.16346,17.06987,0.20747,19.00144,0.870788999,,120.237,79.9343,0.706397958,0.759137496
UVSP,Univest Corp of Pennsylvania,CS,20.83,$407M,Financials,Banks,0.03239,4.90689,6.94279,0.17819,12.39286,0.871052084,3.83785,19.526,40.7213,0.692702715,0.354917353
PRSC,Providence Service Corp (The),CS,48.42,$748.6M,Health Care,Health Care Providers & Services,0.09771,31.31068,23.99781,0.47357,14.97405,0.871223392,,15.374,91.8195,1.565529745,0.63752724
GMCR,Keurig Green Mountain Inc,CS,52.4,$7.6B,Consumer Staples,Food Products,3.18448,-64.23245,7.02443,0.64943,13.92877,0.871771567,2.262,148.926,70.6395,1.019662593,0.666944099
RWT,Redwood Trust Inc.,CSRT,13.78,$1.1B,Financials,Real Estate Investment Trusts (REITs),0.57585,-29.29969,6.49222,0.25107,9.92604,0.872012456,8.15732,82.124,91.428,0.8914837,0.530274232
LPT,Liberty Property Trust,CSRT,33.9,$5B,Financials,Real Estate Investment Trusts (REITs),0.85198,-3.31163,7.29871,0.20442,34.85714,0.872902588,5.56206,147.772,98.0635,1.208426257,0.717263372
XOXO,XO Group Inc,CS,16.81,$446.1M,Information Technology,Internet Software & Services,0.07967,17.17241,12.78432,0.33283,33.23529,0.873833146,,26.258,80.287,1.208907368,0.525555723
LCUT,Lifetime Brands Inc,CS,13.87,$194.3M,Consumer Discretionary,Household Durables,0.03068,-9.44444,-0.46773,0.33734,9.8913,0.874601955,1.22699,14.026,61.8276,1.794199674,0.409761049
PAYX,Paychex Inc.,CS,54.25,$19.5B,Information Technology,IT Services,2.31894,14.17107,17.76708,0.1498,24.71604,0.87469311,3.10766,360.54,68.4424,0.860911459,0.942081174
FDEF,First Defiance Financial Corp.,CS,41.53,$382.9M,Financials,Thrifts & Mortgage Finance,0.0438,38.39523,30.16381,0.20152,14.83556,0.875060571,1.91663,9.173,62.1592,1.573289824,0.391198444
IFF,International Flavors & Fragrances Inc,CS,119.99,$9.6B,Materials,Chemicals,0.43736,19.70635,20.00796,0.17553,21.23433,0.875138598,1.869,80.25,79.8671,0.895939757,0.769998089
PGC,Peapack-Gladstone Financial Corporation,CS,22.8,$361.2M,Financials,Banks,0.03092,27.93953,14.83375,0.24097,15.06623,0.875319983,0.87527,15.809,61.5494,0.85342078,0.719565292
Y,Alleghany Corp,CS,507.43,$7.9B,Financials,Insurance,0.05475,11.60687,11.36849,0.15169,18.72963,0.875415265,,15.573,82.3032,0.579343243,0.831174549
NNA,Navios Maritime Acquisition Corp,CS,3.375,$506.2M,Energy,"Oil, Gas & Consumable Fuels",0.36391,18.72792,-1.26225,0.36181,5.15337,0.875593075,5.95238,150.662,23.2138,,1.157409878
ENH,Endurance Specialty Holdings Inc,CS,65.94,$4.4B,Financials,Insurance,0.50568,11.61137,11.1914,0.17903,9.89731,0.876014013,2.12314,66.622,87.8707,0.761543191,0.569919868
JBSS,John B. Sanfilippo & Son Inc,CS,57.45,$680.2M,Consumer Staples,Food Products,0.07369,51.38919,42.70067,,17.01111,0.876460164,,11.144,84.0651,0.659838873,0.250365063
OHI,Omega Healthcare Investors Inc.,CSRT,34.44,$6.5B,Financials,Real Estate Investment Trusts (REITs),1.39409,-8.85375,17.29949,0.21929,18.49702,0.876793705,6.47586,187.043,79.1714,0.878552965,0.115855139
MMLP,Martin Midstream Partners LP,UT,25.38,$921.9M,Energy,"Oil, Gas & Consumable Fuels",0.13526,-26.9868,1.53183,0.25841,20.45633,0.877515892,12.5,35.457,31.0063,0.479225156,1.060611341
PAA,Plains All American Pipeline LP,UT,24.79,$9.5B,Energy,"Oil, Gas & Consumable Fuels",2.79224,-56.20183,0.20452,0.2211,12.75107,0.878105293,11.73021,397.728,61.8358,0.538508108,1.11567502
UPS,United Parcel Service Inc,CS,103.04,$92.8B,Industrials,Air Freight & Logistics,3.15799,-2.61731,11.68229,0.14383,17.92655,0.878239825,2.80284,890.415,68.5998,0.853038985,0.710775192
SYBT,Stock Yards Bancorp Inc,CS,40.27,$604.5M,Financials,Banks,0.03809,26.63551,19.05657,0.18168,15.96902,0.880100705,2.36162,14.871,41.3103,0.562868741,0.813185184
DRQ,Dril-Quip Inc.,CS,63.11,$2.4B,Energy,Energy Equipment & Services,0.51359,-29.6952,-4.04077,0.29458,21.08199,0.880760628,,38.356,96.1345,1.521691074,1.018440958
GOV,Government Properties Income Trust,CSRT,16.93,$1.2B,Financials,Real Estate Investment Trusts (REITs),0.87952,-25.71303,-1.56583,0.16059,19.12994,0.880775736,10.15948,71.126,62.8736,,0.508311119
OSIR,Osiris Therapeutics Inc,CS,10.25,$357.6M,Health Care,Biotechnology,0.2394,-22.19299,9.02575,0.64593,82.24,0.880927534,,34.453,29.7326,,0.766176875
SUBK,Suffolk Bancorp,CS,29.7,$350.1M,Financials,Banks,0.02496,38.15728,3.00534,0.32744,17.13214,0.882347617,1.34726,11.793,60.6734,0.713030618,0.321823176
GWW,Grainger (W W) Inc.,CS,200.6099,$12.5B,Industrials,Trading Companies & Distributors,0.76052,-19.22237,11.52411,0.17288,16.89743,0.882600098,2.3441,62.789,82.7079,0.923960233,0.725999978
TSS,Total System Services Inc.,CS,55.97,$10.3B,Information Technology,IT Services,1.43373,69.58763,31.29826,0.18058,20.99245,0.884293869,0.71518,183.989,71.9746,0.968115314,0.891415287
MTB,M&T Bank Corp,CS,125.33,$22.3B,Financials,Banks,1.13978,-0.45231,13.34868,0.16573,14.56181,0.885094756,2.23196,177.786,85.9048,0.802995882,0.839113838
CLRO,ClearOne Inc,CS,13.01,$116.2M,Information Technology,Communications Equipment,0.01006,37.77898,27.07269,0.51288,13.67419,0.885966855,1.10089,9.138,19.0124,0.586517905,0.380436202
ABR,Arbor Realty Trust Inc.,CSRT,6.88,$345.5M,Financials,Real Estate Investment Trusts (REITs),0.10308,-1.73913,10.96773,0.282,11.81658,0.886253637,8.84956,50.963,41.9067,3.04773533,0.157566125
USB,U.S. Bancorp,CS,43.89,$76.8B,Financials,Banks,7.66911,-0.67873,15.22941,0.13818,12.84377,0.887181495,2.32346,1749.177,72.3255,0.961707768,1.046154756
UFPT,UFP Technologies Inc,CS,24.02,$170.7M,Materials,Containers & Packaging,0.01232,8.92938,16.79853,0.30245,14.3697,0.88723758,,7.138,65.6239,1.290142418,0.338112034
IM,Ingram Micro Inc.,CS,30.93,$4.6B,Information Technology,Electronic Equipment Instruments & Components,1.3668,13.08171,11.60299,0.21969,9.61144,0.888226659,1.29618,149.689,95.0541,1.034509717,1.164892167
TOO,Teekay Offshore Partners LP,UT,13.29,$1.4B,Energy,"Oil, Gas & Consumable Fuels",0.35602,-50.81181,-8.16733,0.24226,7.43206,0.888880193,16.8042,107.003,51.3967,,2.071663713
MTN,Vail Resorts Inc.,CS,120.55,$4.4B,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.20082,38.44745,22.93665,0.22385,28.58057,0.888883775,2.05921,36.592,98.5313,1.400109056,0.343145978
ROP,Roper Technologies Inc,CS,193.5,$19.6B,Industrials,Industrial Conglomerates,0.465,22.1275,22.46518,0.17521,26.03976,0.889410516,0.51327,100.805,94.0494,0.786696034,1.058561929
CALL,MagicJack VocalTec Ltd,CS,9.25,$149.6M,Telecommunication Services,Diversified Telecommunication Services,0.20456,13.09524,-6.68276,0.56134,9.04673,0.889615529,,15.751,49.2122,0.935973334,0.359172754
NRG,NRG Energy Inc,CS,12.36,$3.7B,Utilities,Independent Power and Renew. Elect.Producers,7.00522,-62.8279,-8.57034,0.27126,20.57432,0.889820837,4.99139,314.176,95.188,0.838757862,1.449858631
BANC,Banc of California Inc,CS,15,$575.8M,Financials,Banks,0.21761,35.13753,9.31782,0.26956,11.49276,0.890361649,3.15167,37.81,74.8291,1.126515892,0.555819473
BMTC,Bryn Mawr Bank Corp,CS,29.7,$508M,Financials,Banks,0.07253,-0.97055,14.90916,0.19864,14.22596,0.890498981,2.70362,17.169,68.2064,0.730730192,0.448927809
TGS,Transportadora De Gas Del Sur SA Tgs,DR,6.14,$474.2M,Energy,"Oil, Gas & Consumable Fuels",0.12438,61.11111,16.02134,0.49503,46.76923,0.890805869,,77.861,6.1405,1.111996881,1.425289849
GRMN,Garmin Ltd,CS,37.85,$7.1B,Consumer Discretionary,Household Durables,1.37905,-34.32627,9.45604,0.22179,16.26736,0.890853382,5.4429,190.342,33.0073,1.226999347,0.747124913
BANF,BancFirst Corp,CS,64.47,$1B,Financials,Banks,0.02322,-2.33227,12.32562,0.17428,15.05575,0.891018536,2.2329,15.597,29.7852,0.670625515,0.501702514
M,Macy's Inc,CS,39.08,$13.2B,Consumer Discretionary,Multiline Retail,6.23155,-37.05336,11.01215,0.25356,9.75604,0.891566116,3.6009,330.983,85.0626,1.540688252,0.713261876
APEI,American Public Education Inc,CS,23.22,$377.9M,Consumer Discretionary,Diversified Consumer Services,0.11773,-32.71822,-7.90386,0.37201,14.24074,0.892127294,,16.453,97.7591,,0.754261256
TCO,Taubman Centers Inc.,CSRT,71.87,$4.4B,Financials,Real Estate Investment Trusts (REITs),0.59841,-1.89151,13.03302,0.20558,38.18943,0.894610096,3.09674,60.234,98.5049,1.423385173,0.521937798
PRE,PartnerRe Ltd,CS,139.15,$6.7B,--,--,0.37075,18.99265,15.37373,0.18092,15.10694,0.895791237,2.01222,47.913,75.5493,0.574447348,0.210543285
FSM,Fortuna Silver Mines Inc,CS,2.45,$309.2M,Materials,Metals & Mining,0.30504,-46.78492,-9.936,0.53432,23.30097,0.8969425,,128.846,42.0222,1.041157866,0.651547717
SXL,Sunoco Logistics Partners LP,UT,27.87,$7.6B,Energy,"Oil, Gas & Consumable Fuels",1.19623,-44.28628,20.86978,0.24606,20.33189,0.896973604,6.50106,269.86,58.2483,0.379893577,1.234058618
CVS,CVS Health Corp,CS,94.09,$104.8B,Consumer Staples,Food & Staples Retailing,5.32341,4.11486,33.20953,0.1676,16.17571,0.897040283,1.47945,1107.317,83.3002,0.856075474,0.845328219
COHU,Cohu Inc,CS,13.1,$338.6M,Information Technology,Semiconductors & Semiconductor Equipment,0.15561,11.82053,-0.5123,0.35639,18.04742,0.897439274,1.85185,26.128,86.8551,1.338256564,0.374537496
PFE,Pfizer Inc,CS,32.78,$202.4B,Health Care,Pharmaceuticals,31.10131,5.26485,18.80006,0.15798,13.84713,0.89838117,3.41568,6173.002,70.7441,0.765803564,0.928939196
TD,Toronto-Dominion Bank (The),CS,40.82,$75.5B,Financials,Banks,1.54567,-19.89766,5.77388,0.16846,11.27325,0.899453494,3.81191,1854.19,53.9171,1.232544392,1.125727085
XOM,Exxon Mobil Corp,CS,81.66,$338.2B,Energy,"Oil, Gas & Consumable Fuels",15.31666,-10.28275,6.03232,0.15815,19.93864,0.899906762,3.59473,4162.939,49.4106,0.594130535,1.218567298
ZBH,Zimmer Biomet Holdings Inc,CS,101.01,$20.6B,Health Care,Health Care Equipment & Supplies,1.34504,-9.52253,15.87085,0.19319,12.9057,0.900496508,0.87129,203.78,84.0108,1.018080214,0.715926804
CSV,Carriage Services Inc,CS,24.68,$429.7M,Consumer Discretionary,Diversified Consumer Services,0.13705,26.99795,39.96106,0.32787,14.47475,0.902025264,0.40339,17.332,75.8373,0.942167769,0.486064088
CLC,CLARCOR Inc.,CS,52.79,$2.6B,Industrials,Machinery,0.34711,-21.23483,6.28269,0.1932,18.82883,0.902285969,1.67428,49.896,93.0944,0.940713061,1.09029697
BH,Biglari Holdings Inc,CS,369.04,$768.3M,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.00833,-0.55379,3.13208,0.24096,28.9,0.902976522,,2.067,86.6767,1.303973156,0.49832255
BMO,Bank of Montreal,CS,57.69,$36.9B,Financials,Banks,0.77647,-22.71077,3.84182,0.17549,10.6953,0.903958915,4.33217,642.583,47.6104,1.223366643,1.187940566
SON,Sonoco Products Co,CS,43.82,$4.4B,Materials,Containers & Packaging,0.45361,5.04543,9.56806,0.16696,16.12629,0.904979721,3.18689,100.938,66.9127,0.963538652,0.708471786
DEI,Douglas Emmett Inc,CSRT,30.99,$4.6B,Financials,Real Estate Investment Trusts (REITs),1.01216,13.27756,16.31615,0.19663,71.58986,0.905623288,2.6975,146.779,98.2655,,0.724152028
IDSY,I.D. Systems Inc,CS,3.75,$50.2M,Information Technology,Electronic Equipment Instruments & Components,0.05758,-42.08075,6.75576,0.47779,14.04528,0.906313918,,13.471,48.6226,1.270264145,0.773502941
MJN,Mead Johnson Nutrition Co,CS,80.58,$16.2B,Consumer Staples,Food Products,2.49744,-20.69432,8.02676,0.22052,22.79018,0.906788011,2.01195,197.133,95.8237,,0.781752499
GLRE,Greenlight Capital Re Ltd,CS,20.61,$764.6M,Financials,Insurance,0.18955,-35.42839,-6.17462,0.1757,5.01205,0.907435673,,37.027,51.5522,,0.94110393
JWN,Nordstrom Inc.,CS,56.31,$10.8B,Consumer Discretionary,Multiline Retail,2.19478,-19.20705,9.80131,0.19942,15.69755,0.907560339,2.569,188.234,54.2189,1.531713737,0.411587537
CCE,Coca-Cola Enterprises Inc,CS,50.3,$11.7B,Consumer Staples,Beverages,2.86932,17.71689,18.40228,0.17022,18.58688,0.907646799,2.17223,226.952,80.4589,1.161155335,0.825925694
GDOT,Green Dot Corp,CS,16.805,$871.9M,Financials,Consumer Finance,0.3902,-25.52339,-20.86625,0.46242,12.33309,0.907875768,,52.15,71.0411,,1.099400967
CFR,Cullen/Frost Bankers Inc,CS,69.74,$4.4B,Financials,Banks,0.5504,-10.24422,8.7283,0.17479,14.61184,0.908095677,3.03594,62.32,78.5444,0.624015806,0.939996386
HTGC,Hercules Technology Growth Capital Inc,CS,11.55,$819.5M,Financials,Capital Markets,0.35882,-27.67176,11.61889,0.21252,8.63222,0.908487356,10.90589,72.072,40.6065,1.313757293,0.773223327
BG,Bunge Ltd,CS,66.63,$9.5B,Consumer Staples,Food Products,1.07329,-25.37862,3.28737,0.19302,10.47936,0.908604533,2.26832,142.459,82.5117,1.078399145,0.612497246
BUSE,First Busey Corp,CS,21.99,$637.3M,Financials,Banks,0.05669,12.34193,15.15588,0.19247,14.82597,0.909030476,3.06168,28.693,48.6778,0.712998481,0.479632393
TNC,Tennant Co,CS,62.27,$1.1B,Industrials,Machinery,0.07874,-11.68962,13.92041,0.24443,19.78408,0.909323107,1.29933,17.837,86.0144,1.347592422,0.772988286
MSFT,Microsoft Corp,CS,54.35,$430.8B,Information Technology,Software,35.43592,12.80067,19.56545,0.22248,17.27418,0.9104762,2.67013,7987.913,71.415,1.017255247,1.619220868
BBSI,Barrett Business Services Inc,CS,44.65,$313.1M,Industrials,Professional Services,0.12378,92.5155,26.36477,0.48788,10.43435,0.911033252,2.02438,7.202,66.3561,0.838887539,0.960304005
STZ,Constellation Brands Inc,CS,140.64,$24.9B,Consumer Staples,Beverages,1.27597,51.74124,47.52855,0.3071,24.50827,0.91187669,0.86237,173.148,86.4056,0.997952147,0.659844618
MD,Mednax Inc,CS,71.37,$6.9B,Health Care,Health Care Providers & Services,0.85072,13.70943,19.42483,0.19744,16.20485,0.911905353,,94.041,95.8298,0.985929595,0.408498865
HCKT,Hackett Group Inc (The),CS,18.93,$559.2M,Information Technology,IT Services,0.18214,113.82022,42.02467,0.37582,22.73939,0.912165639,1.05097,29.383,72.1988,0.882208802,0.999457466
RCII,Rent-A-Center Inc,CS,17.16,$920.2M,Consumer Discretionary,Specialty Retail,0.89241,-48.13042,-7.27733,0.31697,7.99263,0.912370857,5.53633,53.068,95.5746,0.816112739,0.848740687
MSM,MSC Industrial Direct Co Inc.,CS,61.71,$3.8B,Industrials,Trading Companies & Distributors,0.43836,-21.14072,2.68464,0.21045,15.09736,0.912910855,2.80816,61.662,97.1274,1.149477966,0.781615598
AGM,Federal Agricultural Mortgage Corp.,CS,29.93,$281.9M,Financials,Thrifts & Mortgage Finance,0.03569,-4.64749,18.02975,0.31669,6.65483,0.913054808,2.12202,9.347,73.061,1.186788444,1.275299885
TW,Towers Watson & Co,CS,134.51,$9.3B,Industrials,Professional Services,0.43241,19.0696,22.36474,0.23931,19.14359,0.91366518,0.44736,69.444,84.6443,0.688610145,0.664642715
WTBA,West Bancorporation Inc,CS,20.73,$334.9M,Financials,Banks,0.01698,27.91411,27.15132,0.25533,14.81429,0.914106621,3.06954,16.064,25.3458,1.049119176,0.887627359
POWI,Power Integrations Inc,CS,51.7,$1.5B,Information Technology,Semiconductors & Semiconductor Equipment,0.20068,-0.87125,5.68086,0.3363,22.08261,0.914753769,0.9375,28.43,99.4337,1.257691371,0.883630389
BAM,Brookfield Asset Management Inc,CS,34.3,$33.5B,Financials,Real Estate Management & Development,1.40643,2.33807,14.48613,0.16801,28.45,0.914844133,1.40598,981.055,53.6161,1.349127469,1.121418741
LABL,Multi-Color Corp,CS,62.51,$1.1B,Industrials,Commercial Services & Supplies,0.11943,15.78564,26.71409,0.31315,15.82461,0.915161869,0.31486,16.799,72.199,0.906185993,0.746043399
AFSI,AmTrust Financial Services Inc,CS,62.47,$5.5B,Financials,Insurance,0.61105,21.28195,45.26246,0.28513,10.235,0.915805243,1.91601,87.914,42.4513,,0.723803038
CIM,Chimera Investment Corp,CSRT,14.1,$2.7B,Financials,Real Estate Investment Trusts (REITs),1.65337,-16.51917,7.16433,0.2356,6.5606,0.915829534,13.5689,189.014,57.9826,,0.453934251
FAST,Fastenal Co,CS,40.57,$11.7B,Industrials,Trading Companies & Distributors,2.65338,-10.85323,10.834,0.22792,21.42781,0.917327697,2.77709,289.695,85.2171,0.967806647,0.853509749
WAC,Walter Investment Management Corp,CSRT,14.53,$525.4M,Financials,Thrifts & Mortgage Finance,0.21867,-26.10314,-2.99862,0.4826,6.90512,0.917839886,,37.802,93.9862,0.137962375,1.544264588
MRTN,Marten Transport Ltd,CS,18.04,$619M,Industrials,Road & Rail,0.14312,-12.62458,6.11762,0.24699,15.36145,0.91866916,0.54318,33.624,68.7471,0.704227851,0.85026025
SAJA,Sajan Inc,CS,3.9,$19.1M,Information Technology,Internet Software & Services,0.00485,-33.33222,-0.19881,0.63533,20,0.919451896,,4.783,4.99,0.64352897,0.566335288
