Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector/Industry,Industry,Volume (90 Day Avg),Price Performance (52 Weeks),Total Return (5 Yr Annualized),Standard Deviation (5 Yr Annualized),P/E (Next Year's Estimate),Beta (5 Yr Annualized),Dividend Yield,Shares Outstanding,Institutional Ownership,Beta (10 Yr Annualized),Beta (1 Year Annualized)
WST,West Pharmaceutical Services Inc.,CS,63.02,$4.6B,Health Care,Health Care Equipment & Supplies,0.28864,23.06659,28.73153,0.20633,29.35856,0.831648065,0.74848,72.088,92.94,0.847297545,0.837349284
EGOV,NIC Inc,CS,20.41,$1.3B,Information Technology,Internet Software & Services,0.2056,15.87971,22.66127,0.27742,29.69521,0.831663667,,65.619,87.5937,0.80550691,0.857713918
FRPH,FRP Holdings Inc,CS,30.99,$303.4M,Financials,Real Estate Management & Development,0.00708,7.37272,5.88147,0.31584,30.05714,0.832177073,,9.78,46.2182,0.62449971,0.766741042
TXRH,Texas Roadhouse Inc,CS,35,$2.5B,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.69164,11.95584,18.24179,0.21691,21.16279,0.832719745,1.91603,70.144,89.4005,0.95188609,0.476785217
CRAI,CRA International Inc,CS,22.75,$210.8M,Industrials,Professional Services,0.04523,-23.59441,1.85095,0.31287,14.55728,0.832829571,,8.968,88.5996,0.787726121,0.492853878
MASI,Masimo Corp,CS,41.45,$2.1B,Health Care,Health Care Equipment & Supplies,0.35766,60.48357,7.6,0.26937,25.24208,0.833682825,,50.288,79.8197,,0.714246574
NEU,NewMarket Corp,CS,411.71,$4.8B,Materials,Chemicals,0.06103,1.74811,29.86218,0.26012,21.50905,0.833949888,1.38634,11.986,60.0939,1.466826869,0.646886528
ADP,Automatic Data Processing Inc.,CS,86.29,$40B,Information Technology,IT Services,2.03919,2.15649,23.74566,0.1347,23.37918,0.833954049,2.26093,461.207,77.5254,0.69629276,1.056162378
DWA,DreamWorks Animation Inc,CS,24.63,$2.1B,Consumer Discretionary,Media,0.80053,3.52201,-4.95333,0.39078,31.4196,0.834036154,,85.949,92.5463,1.053341177,0.883874036
MRVL,Marvell Technology Group Ltd,CS,8.86,$4.5B,Information Technology,Semiconductors & Semiconductor Equipment,7.70523,-39.0014,-13.57388,0.29371,11.78918,0.834211371,2.74757,517.6,72.585,1.224242114,0.613037877
PCCC,PC Connection Inc,CS,22.3,$583.4M,Information Technology,Electronic Equipment Instruments & Components,0.04394,-3.20316,22.09451,0.34275,12.32053,0.834540244,,26.444,39.1806,1.100229095,0.67814922
DCI,Donaldson Co Inc.,CS,31.4,$4.2B,Industrials,Machinery,0.74328,-20.87525,4.25645,0.19721,18.23768,0.834567675,2.16147,132.68,80.1244,1.062300009,1.090852706
SAFT,Safety Insurance Group Inc,CS,56,$847.8M,Financials,Insurance,0.06406,-6.81818,8.99286,0.17219,15.23243,0.834940712,4.98487,15.093,80.561,0.593362336,0.418925636
CAC,Camden National Corp,CS,44.88,$458.7M,Financials,Banks,0.02079,21.65088,7.69029,0.22583,12.19231,0.834970876,2.66963,10.204,40.455,0.88151101,0.481872431
WERN,Werner Enterprises Inc.,CS,26.96,$2B,Industrials,Road & Rail,0.74174,-9.34881,8.12617,0.21041,15.49721,0.835060125,0.85349,71.893,61.0567,0.690723731,1.096676404
YUM,YUM! Brands Inc.,CS,72.51,$31.5B,Consumer Discretionary,"Hotels, Restaurants & Leisure",4.8039,-4.93811,10.02197,0.20569,20.40765,0.835507211,2.52193,431.242,77.5663,0.954386672,0.516642215
TCX,Tucows Inc,CS,23.83,$261.5M,Information Technology,Internet Software & Services,0.11071,38.28701,55.05756,0.50933,17.81752,0.83595304,,10.727,32.8766,0.742183201,0.6965651
GEO,GEO Group Inc (The),CSRT,29.31,$2.2B,Financials,Real Estate Investment Trusts (REITs),0.53186,-27.32615,12.08428,0.23516,13.65854,0.835964485,8.76011,74.656,92.4554,0.901253476,0.811985488
FLIR,FLIR Systems Inc,CS,30.56,$4.2B,Information Technology,Electronic Equipment Instruments & Components,1.06095,-4.75142,3.20554,0.23011,17.44669,0.836795762,1.45358,138.134,92.1712,0.849103279,0.812425627
SBH,Sally Beauty Holdings Inc,CS,25.8675,$4B,Consumer Discretionary,Specialty Retail,2.28892,-15.14957,13.93512,0.23045,13.99469,0.837356678,,151.857,91.3975,,0.357828905
AAPL,Apple Inc,CS,118.3,$656.8B,Information Technology,"Technology Hardware, Storage & Peripherals",55.37593,-0.94173,22.82136,0.23733,10.91339,0.837772386,1.76555,5575.331,57.7709,1.227866173,1.24520029
RBA,Ritchie Bros Auctioneers Inc,CS,26.79,$2.9B,Industrials,Commercial Services & Supplies,0.77107,1.09848,8.36181,0.24164,21.06551,0.8378921,2.3979,107.168,95.0747,1.001847222,0.877697982
CHDN,Churchill Downs Inc,CS,146.95,$2.6B,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.06962,51.94738,31.69513,0.19943,24.51812,0.838723476,0.68171,17.573,56.4095,1.054779877,0.435641958
UCBI,United Community Banks Inc,CS,20.88,$1.5B,Financials,Banks,0.3202,16.34456,24.56479,0.45783,14.7195,0.838771633,1.13906,71.479,92.3895,1.087234915,0.764847517
WFD,Westfield Financial Inc,CS,8.0497,$148.4M,Financials,Thrifts & Mortgage Finance,0.02102,10.36426,4.20449,0.15815,18.38636,0.838861606,1.48337,18.35,49.842,0.438155899,0.065448119
EEP,Enbridge Energy Partners LP,UT,24.86,$8.5B,Energy,"Oil, Gas & Consumable Fuels",0.98174,-37.00508,2.93583,0.21206,21.02954,0.839761936,9.39565,341.776,50.7718,0.663097443,0.898388568
PRI,Primerica Inc,CS,51.22,$2.5B,Financials,Insurance,0.42472,-2.96338,19.41002,0.18388,12.26705,0.840634289,1.24489,48.362,86.6731,,0.993507967
WPZ,Williams Partners LP,UT,27.44,$16.7B,Energy,"Oil, Gas & Consumable Fuels",2.12993,-55.23574,5.99835,0.24622,19.14324,0.840715425,12.23462,601.163,33.1209,,0.783423783
CHKE,Cherokee Inc,CS,19.11,$170.7M,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",0.09154,10.24198,2.23464,0.3159,14.79214,0.840947814,,8.713,79.32,1.025063441,-0.361834243
BWINB,Baldwin & Lyons Inc,CL,23.44,$290.7M,Financials,Insurance,0.01584,-9.45946,5.07708,0.17663,13.79412,0.841022316,4.26439,12.398,53.3405,0.763312566,0.609885348
MATW,Matthews International Corp,CS,59.8,$2B,Industrials,Commercial Services & Supplies,0.12209,27.95426,14.09092,0.18931,15.96046,0.841136686,0.99305,32.882,75.936,0.67716164,0.852028183
HXL,Hexcel Corp,CS,47.09,$4.5B,Industrials,Aerospace & Defense,0.74798,7.79607,22.72089,0.2039,18.30078,0.841737338,0.84836,94.488,96.9824,1.495347327,1.103580319
CHTR,Charter Communications Inc,CS,187.36,$21B,Consumer Discretionary,Media,1.51082,11.41922,39.93123,0.2533,142.38783,0.842254198,,112.247,94.214,,0.709481818
GBLI,Global Indemnity Plc,CS,29.33,$760.4M,Financials,Insurance,0.02011,6.37149,8.90431,0.23847,24.575,0.842378753,,25.733,58.7182,0.806038062,0.433695607
GME,GameStop Corp.,CS,35.04,$3.8B,Consumer Discretionary,Specialty Retail,1.97713,-4.76065,15.19655,0.36593,8.54533,0.842822901,3.99889,105.489,95.1326,1.035085737,1.08255685
KT,Kt Corp,DR,13.3,$6.3B,Telecommunication Services,Diversified Telecommunication Services,0.35291,-14.31412,-6.29486,0.21744,11.53571,0.843777679,,489.7,6.9486,0.881629513,0.736524341
RYAAY,Ryanair Holdings PLC,DR,76.89,$20.5B,Industrials,Airlines,0.3996,27.45857,22.81053,0.23491,13.03958,0.843854351,,263.864,40.2167,0.56500637,0.342978103
TFSL,TFS Financial Corp,CS,18.77,$5.5B,Financials,Thrifts & Mortgage Finance,0.30694,24.14474,19.71533,0.18804,70.9434,0.843859548,2.11977,289.902,13.0284,,0.2937576
MED,Medifast Inc.,CS,30.32,$374.4M,Consumer Staples,Personal Products,0.11849,7.4224,5.76342,0.41889,16.81794,0.844512981,,11.759,80.3784,1.621696098,0.917854683
DRAD,Digirad Corp,CS,5.84,$110.5M,Health Care,Health Care Providers & Services,0.06464,53.78378,24.89392,0.41259,17.20588,0.844914629,3.51494,19.416,60.3518,0.875732543,0.81832634
CCNE,CNB Financial Corp/PA,CS,18.69,$270.1M,Financials,Banks,0.01702,2.85244,10.09761,0.21464,12.09677,0.845484757,3.52,14.407,32.6056,0.708366481,0.524773113
MLI,Mueller Industries Inc.,CS,31.45,$1.8B,Industrials,Machinery,0.18442,-4.60705,16.67328,0.22518,13.12083,0.846075988,0.94697,57.158,91.3479,0.953296308,0.793136283
JW/A,John Wiley & Sons Inc.,CL,51.57,$2.6B,Consumer Discretionary,Media,0.19221,-11.19879,6.75009,0.17664,15.769,0.846662277,2.26886,49.071,83.1971,0.810742773,0.650985054
SQI,SciQuest Inc,CS,12.91,$356.6M,Information Technology,Internet Software & Services,0.19277,-15.93443,-0.27847,0.36313,38.61446,0.846669999,,27.816,90.8185,,1.3174364
OMCL,Omnicell Inc,CS,30.16,$1.1B,Health Care,Health Care Technology,0.25438,-7.44186,17.25067,0.24293,18.70522,0.846772739,,35.428,93.2166,0.960874785,0.932320683
CNK,Cinemark Holdings Inc,CS,34.715,$4.1B,Consumer Discretionary,Media,0.75123,-2.48002,18.22768,0.21719,16.5309,0.846836347,2.82566,115.928,86.9349,,0.600953771
ATR,AptarGroup Inc.,CS,74.48,$4.7B,Materials,Containers & Packaging,0.29941,14.88743,11.99166,0.14815,22.99447,0.848126345,1.59979,62.447,88.6096,0.886391296,0.692690221
MOFG,MidWestOne Financial Group Inc,CS,32.03,$362.1M,Financials,Banks,0.01267,14.95293,18.90705,0.20856,11.12084,0.84885716,1.88976,11.406,20.4241,,0.590398147
BAP,Credicorp Ltd,CS,105.62,$8.5B,Financials,Banks,0.41333,-37.28804,-0.96038,0.23827,8.51301,0.848920769,2.06077,79.76,64.2748,1.150467418,1.215904258
CUBE,CubeSmart,CSRT,29.1,$5.1B,Financials,Real Estate Investment Trusts (REITs),1.53882,35.7573,32.01831,0.22824,74.01515,0.849722389,2.18356,172.527,98.2971,1.435129146,0.514117006
UBA,Urstadt Biddle Properties Inc.,CSRT,20.01,$538.6M,Financials,Real Estate Investment Trusts (REITs),0.08435,-8.0163,6.83507,0.16966,32.80328,0.849974349,5.02216,26.52,78.1987,0.676199637,0.512290311
LPNT,LifePoint Health Inc,CS,71.61,$3.2B,Health Care,Health Care Providers & Services,0.46024,5.71512,14.86667,0.22398,16.80417,0.851089691,,43.525,96.2035,1.03045832,0.579800905
OTTR,Otter Tail Corp,CS,26.62,$1B,Utilities,Electric Utilities,0.08149,-9.28645,10.29961,0.20784,15.38372,0.851661118,4.62928,37.744,32.9515,1.056844536,0.623614489
WFM,Whole Foods Market Inc,CS,29.15,$10B,Consumer Staples,Food & Staples Retailing,6.29667,-39.18528,5.97498,0.28186,18.04294,0.852459289,1.76811,341.268,82.4985,1.002857999,0.636935873
CMP,Compass Minerals International Inc.,CS,84.15,$2.8B,Materials,Metals & Mining,0.24752,-6.15229,3.20909,0.19756,15.42468,0.853549277,3.16395,33.702,93.7607,0.421581966,0.725014603
THG,Hanover Insurance Group Inc (The),CS,84.6,$3.7B,Financials,Insurance,0.25893,18.13233,16.0843,0.18668,13.34813,0.853553713,1.93785,43.247,84.5734,0.679256736,0.621383111
OMI,Owens & Minor Inc.,CS,38.49,$2.5B,Health Care,Health Care Providers & Services,0.63133,14.06022,9.40643,0.1705,18.65087,0.853706849,2.58842,62.885,91.1377,0.554674836,0.966677627
DAL,Delta Air Lines Inc.,CS,46.46,$37.1B,Industrials,Airlines,9.04489,1.00707,27.79344,0.32172,8.20825,0.854507709,1.14552,786.474,86.3461,,0.926440467
IHS,IHS Inc,CS,123.27,$8.3B,Industrials,Professional Services,0.25176,-0.13882,10.88508,0.2102,18.98324,0.854621699,,68.179,96.5825,,0.995511474
EPR,EPR Properties,CSRT,55.99,$3.4B,Financials,Real Estate Investment Trusts (REITs),0.30455,0.05334,10.61824,0.19022,18.31706,0.855038855,6.45104,59.754,92.8414,1.473079077,0.559803492
SHPG,Shire PLC,DR,208.36,$41.5B,Health Care,Pharmaceuticals,0.94325,-2.07577,23.96473,0.29719,16.18586,0.855253422,0.33222,197.363,22.5497,0.915595705,1.145859445
PNTR,Pointer Telocation Ltd,CS,6.26,$50.4M,Industrials,Commercial Services & Supplies,0.00743,-22.94887,-1.16207,0.48129,8.52632,0.855421316,,7.784,7.3815,0.852624251,0.326590446
EPC,Edgewell Personal Care Co,CS,80.46,$5.1B,Consumer Staples,Personal Products,0.62931,-14.14087,9.59331,0.21087,22.52048,0.856104181,2.42777,62.193,85.5818,1.234964387,1.179042344
ENSG,Ensign Group Inc (The),CS,47.54,$1.2B,Health Care,Health Care Providers & Services,0.15145,19.02976,36.43397,0.28188,16.2015,0.856227394,0.63025,25.653,82.6,,0.29977621
TAP,Molson Coors Brewing Co,CS,92.035,$15.2B,Consumer Staples,Beverages,2.80791,22.05229,16.87282,0.20302,23.75449,0.857506341,1.75645,162.903,83.2169,0.797580781,0.472407967
GILD,Gilead Sciences Inc,CS,105.96,$155.6B,Health Care,Biotechnology,11.03873,7.67697,42.39843,0.26296,9.02907,0.858076673,1.59259,1441.18,79.976,0.578525051,1.041280748
ATHN,athenahealth Inc,CS,167.75,$6.5B,Health Care,Health Care Technology,0.48346,42.58912,32.64993,0.45432,105.41719,0.858519499,,38.83,96.8555,,0.86667305
SPB,Spectrum Brands Holdings Inc,CS,94.71,$5.6B,Consumer Staples,Household Products,0.26414,6.05623,30.80793,0.25957,17.58614,0.85925583,1.38307,59.088,41.6448,,0.694267705
WX,WuXi PharmaTech (Cayman) Inc,DR,45.7,$3.2B,Health Care,Life Sciences Tools & Services,0.6363,32.94562,21.07846,0.29086,25.11551,0.859375985,,71.002,74.8335,,0.513685183
SCL,Stepan Co,CS,52,$1.2B,Materials,Chemicals,0.11174,21.8135,9.03146,0.25907,14.27944,0.859620883,1.46182,22.26,59.0053,1.118909566,1.525405372
SYKE,Sykes Enterprises Inc,CS,31.82,$1.3B,Information Technology,IT Services,0.23545,33.49077,11.3405,0.25275,16.97086,0.860197361,,42.761,86.4472,0.907277399,0.682532371
PWR,Quanta Services Inc.,CS,22.04,$3.5B,Industrials,Construction & Engineering,3.95305,-28.78689,4.01429,0.22923,12.40985,0.860962598,,159.758,96.6378,1.032629991,1.274781659
IPHS,Innophos Holdings Inc,CS,29.72,$576.8M,Materials,Chemicals,0.17557,-45.44131,-0.11484,0.30305,10.436,0.861093244,6.40427,19.238,95.4687,,0.968323782
EXPD,Expeditors International of Washington Inc.,CS,48.54,$9.2B,Industrials,Air Freight & Logistics,1.69886,9.51538,0.13865,0.20687,19.58964,0.861945549,1.45484,186.413,92.1606,0.813124921,0.641785051
DOX,Amdocs Ltd,CS,56.57,$8.8B,Information Technology,IT Services,0.69508,18.34197,17.80563,0.1637,14.74889,0.862104337,1.19089,153.674,87.0426,0.976024547,0.802129102
FIS,Fidelity National Information Services Inc,CS,63.67,$18.3B,Information Technology,IT Services,1.73827,6.51745,18.10117,0.19089,16.50806,0.862734199,1.60692,282.154,83.7237,0.718525917,0.896052874
QADB,QAD Inc,CS,20,$63.9M,Information Technology,Software,0.00326,14,27.60378,0.29308,23.47059,0.862780706,1.20301,3.203,18.413,1.101530146,0.415792644
ROST,Ross Stores Inc,CS,52.01,$21.5B,Consumer Discretionary,Specialty Retail,2.97816,17.32205,27.54823,0.21056,19.22012,0.863450411,0.89252,408.072,89.0805,0.786141543,0.771353312
ROLL,RBC Bearings Inc,CS,70.64,$1.6B,Industrials,Machinery,0.10987,8.12316,14.30984,0.24144,19.68988,0.863946241,,23.421,96.0254,1.314518264,0.740688644
UEPS,Net 1 Ueps Technologies Inc,CS,15.12,$724M,Information Technology,IT Services,0.35102,19.90596,4.90906,0.50642,6.12,0.864237134,,47.323,63.467,1.226176713,0.586845566
EXTR,Extreme Networks Inc,CS,4.42,$439.9M,Information Technology,Communications Equipment,1.02039,19.55923,8.10069,0.46492,15.63177,0.865430153,,101.366,79.8461,1.355946355,0.514058211
EBAY,eBay Inc.,CS,29.605,$34.9B,Information Technology,Internet Software & Services,13.97123,26.70121,8.08617,0.22063,14.75659,0.865490407,,1200.654,82.1162,1.347382921,1.730523356
POOL,Pool Corp,CS,82.04,$3.5B,Consumer Discretionary,Distributors,0.26635,39.40464,33.87787,0.20733,25.20686,0.865760532,1.25467,42.601,94.9765,1.181356945,0.824642937
FCFS,First Cash Financial Services Inc,CS,38.89,$1.1B,Financials,Consumer Finance,0.17649,-33.64297,6.22511,0.24489,14.42894,0.865906306,,27.806,89.0667,0.987612857,0.363404651
FBRC,FBR & Co,CS,21.16,$144.8M,Financials,Capital Markets,0.04061,-17.91283,7.74528,0.2513,22.6,0.86608274,3.89674,7.052,68.2118,,0.72137706
SYNL,Synalloy Corp,CS,8.14,$68.4M,Materials,Metals & Mining,0.02773,-54.03981,-1.31841,0.28974,16.45833,0.866098393,3.82166,8.719,55.1297,1.325466008,0.604402918
REED,Reeds Inc,CS,4.97,$65.1M,Consumer Staples,Beverages,0.04371,-24.54268,19.28072,0.56229,39.6,0.868204872,,13.148,13.219,,1.174401763
BIN,Progressive Waste Solutions Ltd,CS,23.62,$2.5B,Industrials,Commercial Services & Supplies,0.25288,-24.97567,3.35579,0.20282,18.02344,0.868258951,2.19864,108.794,66.8698,,0.560844474
III,Information Services Group Inc,CS,3.76,$140.2M,Information Technology,IT Services,0.05823,-1.02259,11.85497,0.48183,20.71429,0.868845719,,37.182,48.3096,,0.628587695
COG,Cabot Oil & Gas Corp,CS,18.82,$7.9B,Energy,"Oil, Gas & Consumable Fuels",6.50433,-42.90844,17.12767,0.35117,104.83516,0.869400831,0.41929,413.875,94.8712,1.039949088,0.942551198
SP,SP Plus Corp,CS,25.16,$569.6M,Industrials,Commercial Services & Supplies,0.03815,18.83117,7.53115,0.25358,20.9571,0.870316808,,22.232,73.9131,0.632855612,0.720204513
UWN,Nevada Gold & Casinos Inc.,CS,1.8401,$30.4M,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.03534,44.53125,11.57052,0.50195,11.66667,0.870514105,,16.446,17.5429,0.883803023,0.672379992
IRC,Inland Real Estate Corp,CSRT,9.61,$975.6M,Financials,Real Estate Investment Trusts (REITs),0.37894,-10.26827,8.85979,0.17787,45.61905,0.87071355,5.87629,100.582,78.2379,0.961967532,0.700865378
CPRT,Copart Inc,CS,39.47,$4.8B,Industrials,Commercial Services & Supplies,0.52373,9.16346,17.06987,0.20747,19.00144,0.870788999,,120.237,79.9343,0.706397958,0.759137496
UVSP,Univest Corp of Pennsylvania,CS,20.83,$407M,Financials,Banks,0.03239,4.90689,6.94279,0.17819,12.39286,0.871052084,3.83785,19.526,40.7213,0.692702715,0.354917353
PRSC,Providence Service Corp (The),CS,48.42,$748.6M,Health Care,Health Care Providers & Services,0.09771,31.31068,23.99781,0.47357,14.97405,0.871223392,,15.374,91.8195,1.565529745,0.63752724
GMCR,Keurig Green Mountain Inc,CS,52.4,$7.6B,Consumer Staples,Food Products,3.18448,-64.23245,7.02443,0.64943,13.92877,0.871771567,2.262,148.926,70.6395,1.019662593,0.666944099
RWT,Redwood Trust Inc.,CSRT,13.78,$1.1B,Financials,Real Estate Investment Trusts (REITs),0.57585,-29.29969,6.49222,0.25107,9.92604,0.872012456,8.15732,82.124,91.428,0.8914837,0.530274232
LPT,Liberty Property Trust,CSRT,33.9,$5B,Financials,Real Estate Investment Trusts (REITs),0.85198,-3.31163,7.29871,0.20442,34.85714,0.872902588,5.56206,147.772,98.0635,1.208426257,0.717263372
XOXO,XO Group Inc,CS,16.81,$446.1M,Information Technology,Internet Software & Services,0.07967,17.17241,12.78432,0.33283,33.23529,0.873833146,,26.258,80.287,1.208907368,0.525555723
LCUT,Lifetime Brands Inc,CS,13.87,$194.3M,Consumer Discretionary,Household Durables,0.03068,-9.44444,-0.46773,0.33734,9.8913,0.874601955,1.22699,14.026,61.8276,1.794199674,0.409761049
PAYX,Paychex Inc.,CS,54.25,$19.5B,Information Technology,IT Services,2.31894,14.17107,17.76708,0.1498,24.71604,0.87469311,3.10766,360.54,68.4424,0.860911459,0.942081174
FDEF,First Defiance Financial Corp.,CS,41.53,$382.9M,Financials,Thrifts & Mortgage Finance,0.0438,38.39523,30.16381,0.20152,14.83556,0.875060571,1.91663,9.173,62.1592,1.573289824,0.391198444
IFF,International Flavors & Fragrances Inc,CS,119.99,$9.6B,Materials,Chemicals,0.43736,19.70635,20.00796,0.17553,21.23433,0.875138598,1.869,80.25,79.8671,0.895939757,0.769998089
PGC,Peapack-Gladstone Financial Corporation,CS,22.8,$361.2M,Financials,Banks,0.03092,27.93953,14.83375,0.24097,15.06623,0.875319983,0.87527,15.809,61.5494,0.85342078,0.719565292
Y,Alleghany Corp,CS,507.43,$7.9B,Financials,Insurance,0.05475,11.60687,11.36849,0.15169,18.72963,0.875415265,,15.573,82.3032,0.579343243,0.831174549
NNA,Navios Maritime Acquisition Corp,CS,3.375,$506.2M,Energy,"Oil, Gas & Consumable Fuels",0.36391,18.72792,-1.26225,0.36181,5.15337,0.875593075,5.95238,150.662,23.2138,,1.157409878
ENH,Endurance Specialty Holdings Inc,CS,65.94,$4.4B,Financials,Insurance,0.50568,11.61137,11.1914,0.17903,9.89731,0.876014013,2.12314,66.622,87.8707,0.761543191,0.569919868
JBSS,John B. Sanfilippo & Son Inc,CS,57.45,$680.2M,Consumer Staples,Food Products,0.07369,51.38919,42.70067,,17.01111,0.876460164,,11.144,84.0651,0.659838873,0.250365063
OHI,Omega Healthcare Investors Inc.,CSRT,34.44,$6.5B,Financials,Real Estate Investment Trusts (REITs),1.39409,-8.85375,17.29949,0.21929,18.49702,0.876793705,6.47586,187.043,79.1714,0.878552965,0.115855139
MMLP,Martin Midstream Partners LP,UT,25.38,$921.9M,Energy,"Oil, Gas & Consumable Fuels",0.13526,-26.9868,1.53183,0.25841,20.45633,0.877515892,12.5,35.457,31.0063,0.479225156,1.060611341
PAA,Plains All American Pipeline LP,UT,24.79,$9.5B,Energy,"Oil, Gas & Consumable Fuels",2.79224,-56.20183,0.20452,0.2211,12.75107,0.878105293,11.73021,397.728,61.8358,0.538508108,1.11567502
UPS,United Parcel Service Inc,CS,103.04,$92.8B,Industrials,Air Freight & Logistics,3.15799,-2.61731,11.68229,0.14383,17.92655,0.878239825,2.80284,890.415,68.5998,0.853038985,0.710775192
SYBT,Stock Yards Bancorp Inc,CS,40.27,$604.5M,Financials,Banks,0.03809,26.63551,19.05657,0.18168,15.96902,0.880100705,2.36162,14.871,41.3103,0.562868741,0.813185184
DRQ,Dril-Quip Inc.,CS,63.11,$2.4B,Energy,Energy Equipment & Services,0.51359,-29.6952,-4.04077,0.29458,21.08199,0.880760628,,38.356,96.1345,1.521691074,1.018440958
GOV,Government Properties Income Trust,CSRT,16.93,$1.2B,Financials,Real Estate Investment Trusts (REITs),0.87952,-25.71303,-1.56583,0.16059,19.12994,0.880775736,10.15948,71.126,62.8736,,0.508311119
OSIR,Osiris Therapeutics Inc,CS,10.25,$357.6M,Health Care,Biotechnology,0.2394,-22.19299,9.02575,0.64593,82.24,0.880927534,,34.453,29.7326,,0.766176875
SUBK,Suffolk Bancorp,CS,29.7,$350.1M,Financials,Banks,0.02496,38.15728,3.00534,0.32744,17.13214,0.882347617,1.34726,11.793,60.6734,0.713030618,0.321823176
GWW,Grainger (W W) Inc.,CS,200.6099,$12.5B,Industrials,Trading Companies & Distributors,0.76052,-19.22237,11.52411,0.17288,16.89743,0.882600098,2.3441,62.789,82.7079,0.923960233,0.725999978
TSS,Total System Services Inc.,CS,55.97,$10.3B,Information Technology,IT Services,1.43373,69.58763,31.29826,0.18058,20.99245,0.884293869,0.71518,183.989,71.9746,0.968115314,0.891415287
MTB,M&T Bank Corp,CS,125.33,$22.3B,Financials,Banks,1.13978,-0.45231,13.34868,0.16573,14.56181,0.885094756,2.23196,177.786,85.9048,0.802995882,0.839113838
CLRO,ClearOne Inc,CS,13.01,$116.2M,Information Technology,Communications Equipment,0.01006,37.77898,27.07269,0.51288,13.67419,0.885966855,1.10089,9.138,19.0124,0.586517905,0.380436202
ABR,Arbor Realty Trust Inc.,CSRT,6.88,$345.5M,Financials,Real Estate Investment Trusts (REITs),0.10308,-1.73913,10.96773,0.282,11.81658,0.886253637,8.84956,50.963,41.9067,3.04773533,0.157566125
USB,U.S. Bancorp,CS,43.89,$76.8B,Financials,Banks,7.66911,-0.67873,15.22941,0.13818,12.84377,0.887181495,2.32346,1749.177,72.3255,0.961707768,1.046154756
UFPT,UFP Technologies Inc,CS,24.02,$170.7M,Materials,Containers & Packaging,0.01232,8.92938,16.79853,0.30245,14.3697,0.88723758,,7.138,65.6239,1.290142418,0.338112034
IM,Ingram Micro Inc.,CS,30.93,$4.6B,Information Technology,Electronic Equipment Instruments & Components,1.3668,13.08171,11.60299,0.21969,9.61144,0.888226659,1.29618,149.689,95.0541,1.034509717,1.164892167
TOO,Teekay Offshore Partners LP,UT,13.29,$1.4B,Energy,"Oil, Gas & Consumable Fuels",0.35602,-50.81181,-8.16733,0.24226,7.43206,0.888880193,16.8042,107.003,51.3967,,2.071663713
MTN,Vail Resorts Inc.,CS,120.55,$4.4B,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.20082,38.44745,22.93665,0.22385,28.58057,0.888883775,2.05921,36.592,98.5313,1.400109056,0.343145978
ROP,Roper Technologies Inc,CS,193.5,$19.6B,Industrials,Industrial Conglomerates,0.465,22.1275,22.46518,0.17521,26.03976,0.889410516,0.51327,100.805,94.0494,0.786696034,1.058561929
CALL,MagicJack VocalTec Ltd,CS,9.25,$149.6M,Telecommunication Services,Diversified Telecommunication Services,0.20456,13.09524,-6.68276,0.56134,9.04673,0.889615529,,15.751,49.2122,0.935973334,0.359172754
NRG,NRG Energy Inc,CS,12.36,$3.7B,Utilities,Independent Power and Renew. Elect.Producers,7.00522,-62.8279,-8.57034,0.27126,20.57432,0.889820837,4.99139,314.176,95.188,0.838757862,1.449858631
BANC,Banc of California Inc,CS,15,$575.8M,Financials,Banks,0.21761,35.13753,9.31782,0.26956,11.49276,0.890361649,3.15167,37.81,74.8291,1.126515892,0.555819473
BMTC,Bryn Mawr Bank Corp,CS,29.7,$508M,Financials,Banks,0.07253,-0.97055,14.90916,0.19864,14.22596,0.890498981,2.70362,17.169,68.2064,0.730730192,0.448927809
TGS,Transportadora De Gas Del Sur SA Tgs,DR,6.14,$474.2M,Energy,"Oil, Gas & Consumable Fuels",0.12438,61.11111,16.02134,0.49503,46.76923,0.890805869,,77.861,6.1405,1.111996881,1.425289849
GRMN,Garmin Ltd,CS,37.85,$7.1B,Consumer Discretionary,Household Durables,1.37905,-34.32627,9.45604,0.22179,16.26736,0.890853382,5.4429,190.342,33.0073,1.226999347,0.747124913
BANF,BancFirst Corp,CS,64.47,$1B,Financials,Banks,0.02322,-2.33227,12.32562,0.17428,15.05575,0.891018536,2.2329,15.597,29.7852,0.670625515,0.501702514
M,Macy's Inc,CS,39.08,$13.2B,Consumer Discretionary,Multiline Retail,6.23155,-37.05336,11.01215,0.25356,9.75604,0.891566116,3.6009,330.983,85.0626,1.540688252,0.713261876
APEI,American Public Education Inc,CS,23.22,$377.9M,Consumer Discretionary,Diversified Consumer Services,0.11773,-32.71822,-7.90386,0.37201,14.24074,0.892127294,,16.453,97.7591,,0.754261256
TCO,Taubman Centers Inc.,CSRT,71.87,$4.4B,Financials,Real Estate Investment Trusts (REITs),0.59841,-1.89151,13.03302,0.20558,38.18943,0.894610096,3.09674,60.234,98.5049,1.423385173,0.521937798
